Sample,A Ext 1,A Ext 2,A Ext 3,A Int 1,A Int 2,A Int 3,Blank01,Blank02,Blank03,B Ext 1,B Ext 2,B Ext 3,B Int 1,B Int 2,B Int 3,Control Ext 1,Control Ext 2,Control Ext 3,Control Int 1,Control Int 2,Control Int 3,C Ext 1,C Ext 2,C Ext 3,C Int 1,C Int 2,C Int 3,QC01,QC02,QC03,QC04,QC05,QCdilution 0_0625,QCdilution 0_125,QCdilution 0_25,QCdilution 0_5,QCdilution 1_0
Label,A Ext,A Ext,A Ext,A Int,A Int,A Int,Blank,Blank,Blank,B Ext,B Ext,B Ext,B Int,B Int,B Int,Control Ext,Control Ext,Control Ext,Control In,Control In,Control In,C Ext,C Ext,C Ext,C Int,C Int,C Int,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC
Val-Tyr-Val,127395.3,93470.28,115411,0.001,0.001,0.001,0.001,0.001,0.001,76098.71,69782.41,0.001,0.001,0.001,0.001,110075.8,112890.1,105383.4,0.001,0.001,0.001,104727.7,85497.96,77816.07,0.001,0.001,0.001,0.001,40838.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
VEDVDR (Tryptic Peptide),181054.6,0.001,0.001,0.001,0.001,42866.44,0.001,0.001,0.001,253893,0.001,184298.6,0.001,0.001,0.001,0.001,210182,146383.6,0.001,5058.609,0.001,0.001,0.001,171515,0.001,0.001,30224.29,0.001,106881.3,124112.1,0.001,97423.03,0.001,0.001,0.001,0.001,0.001
Verapamil,362698.1,373614,420733.7,102781.1,128595.4,108701.5,0.001,0.001,0.001,418172.5,380636.9,320639.8,0.001,0.001,0.001,442745.6,0.001,455685.3,0.001,79668.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,278088.9,195654,233072,0.001,0.001,0.001,0.001,249947
Vitamin K2,221431.6,304696.3,223862.3,321122.5,77977.41,72323.84,0.001,0.001,0.001,224117.2,466606,448001.3,97963.18,113080.4,126829.5,342132.3,269053.5,275390,112064.5,171875.9,189610,216928.1,424298.5,408183.1,162749.9,162058.2,99671.33,467618.7,293628.3,257116.2,270009.9,183271.8,0.001,53949.03,83447.34,141027.7,172136
VLGIDGGEGK (Tryptic Peptide),51665.38,60017.25,32653.63,0.001,0.001,0.001,0.001,0.001,0.001,72346.36,70492.52,66108.03,0.001,0.001,0.001,42020.7,88573.2,68181.45,0.001,0.001,0.001,60322.92,45123.98,73317.92,0.001,12908.28,0.001,0.001,25638.62,39299.69,33855.92,30031.07,0.001,0.001,0.001,14370.28,65690.05
VLVDLER (Tryptic Peptide),36847.09,0.001,36947.27,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,33180.79,36907.18,36144.45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
VSALYK (Tryptic Peptide),0.001,101518.2,134742,0.001,23560.68,0.001,0.001,0.001,0.001,0.001,114215.4,153916.3,0.001,5821.187,0.001,116339.2,148366,137854,0.001,0.001,13739.35,135615.4,0.001,0.001,0.001,36149.47,27059.5,0.001,89085.44,79202.77,44287.96,71014.67,0.001,0.001,0.001,39541.72,101890.4
VSLAEK (Tryptic Peptide),2022534,1792676,1865228,362092.9,357785.7,408125.4,0.001,0.001,0.001,1823680,1940710,1859198,283377.8,334192.6,218054.2,1809612,1961314,1784966,117141.3,331880,382678.5,1906821,1691878,1736469,0.001,361672.8,298923.7,1129149,1107792,1040062,1122145,1045349,0.001,73338.88,200823,470516.8,1030686
WIR (Tryptic Peptide),0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,494917.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Xanthine,1.16E+07,1.03E+07,1.08E+07,5268386,6154668,7459704,0.001,0.001,0.001,1.21E+07,1.11E+07,1.08E+07,5852997,6502020,5891442,1.02E+07,1.09E+07,1.12E+07,1467252,3736488,3119493,3.23E+07,2.80E+07,2.74E+07,2.55E+07,2.16E+07,2.09E+07,1.45E+07,1.42E+07,1.51E+07,1.54E+07,1.57E+07,2452880,4446663,8191956,1.18E+07,1.70E+07
Xanthosine,0.001,284393.3,354553.4,0.001,0.001,0.001,0.001,0.001,0.001,1428704,1238601,1363545,1807604,1640816,1509068,240849.8,167700.8,327762.3,0.001,0.001,0.001,405624.7,376853.1,365138.9,0.001,268162.1,315226,0.001,619463.8,779100.3,0.001,689815.9,0.001,215742.5,476054.3,646581.1,815685.8
Xylitol,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,58190.08,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Xylobiose,0.001,6921.787,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
YVR (Tryptic Peptide),822780.8,0.001,700386.4,0.001,0.001,0.001,0.001,0.001,0.001,920164.9,693987.8,1377171,162895.9,0.001,0.001,671195.6,925147.6,665259.6,0.001,110793.7,0.001,555286.9,465503,647855.9,0.001,0.001,154041.3,338354.7,305793,517301.9,260476.1,294783.7,8684.487,63791.48,127895.2,283795.8,465658.8
